name,descripcion,latitud,longitud,coordenadas,tipo,direccion,bd
Casa Hogar San José de los Huérfanos,Albergue / Comedor,,,,OSC / ONG,"Prolongación Independencia 163, Col. La Armonia, Colima, Colima. C.P. 28020",Directorio OIM
Casa Hogar María Ángela,Albergue / Comedor,,,,OSC / ONG,"vista Hermosa, San José del Cabo. Los Cabos, Baja California Sur.",Directorio OIM
"Centro Nacional Modelo de Atención, Investigación y Capacitación Casa Cuna Tlalpan",Albergue / Comedor,,,,OSC / ONG,"Calz. De Tlalpan 1677, Col. del San Diego Churubusco, Tlalpan, Ciudad de México. C.P. 04120",Directorio OIM
"Centro Nacional Modelo de Atención, Investigación y Capacitación Casa Cuna Coyoacán",Albergue / Comedor,,,,OSC / ONG,"Moctezuma 46, Col. Del Carmen Coyoacán, Ciudad de México. C.P. 04100",Directorio OIM
Centro Amanecer para Niños,Albergue / Comedor,,,,OSC / ONG,"Callejón del Río 33, Col. Barrio Santa Catarina, Coyoacán, Ciudad de México. C.P. 04010",Directorio OIM
"Centro Nacional Modelo de Atención, Investigación y Capacitación Casa Hogar para Niñas",Albergue / Comedor,,,,OSC / ONG,"Av. Insurgentes Sur 3700-A, Col. Insurgentes Cuicuilco Coyoacán, Ciudad de México. C.P. 04530",Directorio OIM
"Centro Nacional Modelo de Atención, Investigación y Capacitación Casa Hogar para Varones",Albergue / Comedor,,,,OSC / ONG,"Callejón del Río 33, Col. Barrio Santa Catarina, Coyoacán, Ciudad de México. C.P. 04010",Directorio OIM
Modelo de Atención para Adolescentes Institucionalizados y Migrantes no Acompañados “Casa Crecemos”,Albergue / Comedor,,,,OSC / ONG,"Avenida del Hierro s/n, Fracc. Fidel Velázquez, Durango, Durango. C.P. 34227",Directorio OIM
"Casa Hogar Annabel de Vallejo, A.C. (Casa de Varones)",Albergue / Comedor,,,,OSC / ONG,"Carretera a Tizapan el Alto 51, Localidad de Mismaloya, Tizapan El Alto, Jalisco.",Directorio OIM
"Villas Juveniles San Juan, A.C.",Albergue / Comedor,,,,OSC / ONG,"Chicozapote 1109, Paraísos del Collí Zapopan, Jalisco. C.P. 45070",Directorio OIM
Albergue Temporal Infantil,Albergue / Comedor,,,,OSC / ONG,"Paseo Colón 600, Col. Villa Hogar Toluca, Estado de México.",Directorio OIM
Centro de Asistencia Morelense para la Infancia,Albergue / Comedor,,,,OSC / ONG,"Av. Miguel Hidalgo s/n, Col. Miguel Hidalgo Temixco, Morelos.",Directorio OIM
Centro de Asistencia Social para Adolescentes,Albergue / Comedor,,,,OSC / ONG,"Av. Miguel Hidalgo s/n, Col. Miguel Hidalgo Temixco, Morelos.",Directorio OIM
"Pro Chavos, A.C. Centro de Rehabilitación de Jóvenes Prob. Drogas y Alcohol",Albergue / Comedor,,,,OSC / ONG,"20 de Nov. 10, Col. Rubén Jaramillo, Temixco, Morelos.",Directorio OIM
"Materno Infantil de la Asunción de María, A.C.",Albergue / Comedor,,,,OSC / ONG,"Roble 47, Col. San Juan, Tepic, Nayarit.",Directorio OIM
"Casa de Niños Frank González, A.C.",Albergue / Comedor,,,,OSC / ONG,"Prolongación Sabino 138, Col. Cuauhtémoc Tepic, Nayarit.",Directorio OIM
Casa de la Niñez Poblana,Albergue / Comedor,,,,OSC / ONG,"Km. 4.5 Carr. Federal Puebla-Atlixco Col. Emiliano Zapata, San Andrés Cholula, Puebla.",Directorio OIM
Hogar de Protección Infantil DIF Caminando Juntos,Albergue / Comedor,,,,OSC / ONG,"Av. Universidad s/n, Col. Cerro de las Campanas, Querétaro, Querétaro C.P. 76010",Directorio OIM
"Vida y Familia Querétaro, A.C.",Albergue / Comedor,,,,OSC / ONG,"Nogaleda 202, Col. Arboledas del Parque Querétaro, Querétaro, C.P. 76140",Directorio OIM
Instituto de Reintegración Social “Rafael Nieto”,Albergue / Comedor,,,,OSC / ONG,"Agustín Vera 915, Col. Tequisquiapan San Luis Potosí, San Luis Potosí.",Directorio OIM
Casa Hogar “BETESDA”,Albergue / Comedor,,,,OSC / ONG,"Cascada 100, esq. Cielo, Col. Garita San Luis Potosí.",Directorio OIM
Casa Hogar “Inmaculada Concepción”,Albergue / Comedor,,,,OSC / ONG,"3ª Privada Bahía Blanca 315-A, Fracc. Las Palmas. San Luis Potosí.",Directorio OIM
Casa Hogar Nuestra Señora del Rosario,Albergue / Comedor,,,,OSC / ONG,"Silvia Miriam Chávez 687, Col. Unión de los Colonos, Guasave, Sinaloa.",Directorio OIM
"Corona 1729, Col. Centro Mazatlán, Sinaloa. C. P. 82000",Albergue / Comedor,,,,OSC / ONG,,Directorio OIM
"“Ciudad de los Niños” Comisión de Protección y Asistencia del Menor, A. C.",Albergue / Comedor,,,,OSC / ONG,"Blvd. Cimarrón oriente final s/n, Col. Las Diligencias, Hermosillo, Sonora.",Directorio OIM
"Casa Esperanza para Niños, I.A.P.",Albergue / Comedor,,,,OSC / ONG,"Romulo Córdova y Cuauhtémoc s/n, San Pedro el Saucito, Hermosillo, Sonora.",Directorio OIM
"Casa Guadalupe Libre, I. A. P",Albergue / Comedor,,,,OSC / ONG,"Blvd. García Morales Km 6, Col. Quinta Emilia, Hermosillo, Sonora. CP 83220",Directorio OIM
CAIM UNACARI,Albergue / Comedor,,,,OSC / ONG,"Periférico Oriente 15 Col. Los Naranjos Hermosillo, Sonora. C.P. 83060",Directorio OIM
Hogar Temporal para Menores en Situación de Calle JINESEKI,Albergue / Comedor,,,,OSC / ONG,"Av. Ley Federal del Trabajo 160 Col. Bugambilia, Hermosillo, Sonora. C.P. 83150",Directorio OIM
"Naco Casa Hogar Emmanuel, A. C.",Albergue / Comedor,,,,OSC / ONG,"Blvd. Aviación 11 Col. Barrio Nuevo Naco, Sonora. C.P. 84180",Directorio OIM
"Casa Hogar para Menores “Elim”, A.C.",Albergue / Comedor,,,,OSC / ONG,"Unión M-24 L-9 Col. Unión del Recuerdo Nuevo Laredo, Tamaulipas. C.P. 88150",Directorio OIM
Albergue Semillas de Amor,Albergue / Comedor,,,,OSC / ONG,"Tomas G. Urbina entre Norte y Sur 208 Col. Francisco Villa, Tampico, Tamaulipas.",Directorio OIM
Aldea Emelia Exsome Niños,Albergue / Comedor,,,,OSC / ONG,"Cerro de Malacatepec s/n esquina Paricutín, Fraccionamiento Lomas del Coyol, Veracruz, Veracruz. C.P. 91729",Directorio OIM
Aldea Emelia Exsome Niñas,Albergue / Comedor,,,,OSC / ONG,"Calle 16 s/n, entre Echeven y Cortés, Col. Pocitos y Rivera, Veracruz, Veracruz. C.P. 91729",Directorio OIM
Aldea Meced,Albergue / Comedor,,,,OSC / ONG,"Justino Sarmiento s/n, esquina Jorge Serdán, Col. Juan de la Luz Enríquez, Xalapa, Veracruz. C.P. 91130",Directorio OIM
Estancia Temporal para Menores Migrantes No Acompañados,Albergue / Comedor,,,,OSC / ONG,"Chihuahua 114, Col. Progreso Macuiltépetl, Xalapa, Veracruz. C.P. 91130",Directorio OIM
