name,descripcion,latitud,longitud,coordenadas,tipo,direccion,bd
 Casa San Carlos Borromeo ,Centros de Atención Social,20.5611765,-101.2012816,"(20.5611765, -101.2012816)",OSC / ONG,"Moroleón #107, Col. Guanajuato C.P. 36790,Salamanca, Guanajuato",redes
 Casa del migrante ABBA ,Centros de Atención Social,20.5458105,-100.7950601,"(20.5458105, -100.7950601)",OSC / ONG,"Calle, Eufemio Zapata #216. Colonia, Emiliano Zapata. Celaya Guanajuato. C.P 38030,Celaya, Guanajuato",redes
" Albergue Manos Extendidas para los Necesitados, AC ",Centros de Atención Social,20.5275419,-100.8030489,"(20.5275419, -100.8030489)",OSC / ONG,"16 de Septiembre 428 Celaya, Guanajuato, C.P. 38057 (casi enfrente del templo del Barrio del Zapote),Celaya, Guanajuato",redes
 Centro Regional de la Red de Mujeres de Bajío ACCEREMUBA ,Centros de Atención Social,20.5230916,-100.8135865,"(20.5230916, -100.8135865)",OSC / ONG,"Alvaro Obregón 381-5, Planta Alta, zona Centro, CP 3800,Celaya, Guanajuato",redes
" El Diamante de Fuego, AC ",Centros de Atención Social,20.1265924,-98.7543876,"(20.1265924, -98.7543876)",OSC / ONG,"V Carranza 528, San Clemente C.P. 42070,Pachuca, Hidalgo",redes
 Casa del Migrante El Samaritano ,Centros de Atención Social,20.0438802,-99.2473813,"(20.0438802, -99.2473813)",OSC / ONG,"Av. del Bosque 360, U.H. Antonio Osorio de León, Col. Bojay, Atitalaquia, Hidalgo. C.P. 42970,Atitalaquia, Hidalgo",redes
 HERMANAS de los Sagrados Corazones Casa del Migrante “El Samaritano” ,Centros de Atención Social,20.043333,-99.244722,"(20.043333, -99.244722)",OSC / ONG,"Av. del Bosque 360, U.H. Antonio Osorio de León, Col. Bojay, Atitalaquia, Hidalgo.,Bojay, Hidalgo",redes
 SEMIGRANTE (Paracho) ,Centros de Atención Social,19.7507753,-102.0251101,"(19.7507753, -102.0251101)",OSC / ONG,"Plaza Principal S/N, Col. Centro, C.P. 60250,Paracho, Michoacán",redes
 SEMIGRANTE Morelia ,Centros de Atención Social,19.6920399,-101.16194,"(19.6920399, -101.16194)",OSC / ONG,"Colegio Militar 248 Chapultepec Nte. C.P. 58260 Morelia,  Michoacán,Morelia, Michoacán",redes
 Albergue Casa del Migrante San Juan Diego ,Centros de Atención Social,19.5793867,-99.7581572,"(19.5793867, -99.7581572)",OSC / ONG,"Camino Tequixquiac km 50.5, Barrio San Bartolo,Huehuetoca, Estado de México",redes
 AS Movilidad AC ,Centros de Atención Social,19.49760965,-99.1752356,"(19.49760965, -99.1752355999221)",OSC / ONG,"Avenida México Coyoacán # 295 PB 1,de México, 03330 Ciudad Ciudad de México, Ciudad de México",redes
 Deportados Unidos en la Lucha ,Centros de Atención Social,19.4912701,-99.0574659,"(19.4912701, -99.0574659)",OSC / ONG,"Valle de Arriba 66-2 Valle de Aragon 1era seccion., 57100,Nezahualcóyotl,, de México Ciudad Ciudad Nezahualcóyotl Estado Estado de México",redes
 Otros Dreams en Acción ,Centros de Atención Social,19.4873745,-99.1934659,"(19.4873745, -99.1934659)",OSC / ONG,"José María Marroquí 83 Colonia Centro, Centro, 06000 Centro, CDMX,Ciudad de México, Ciudad de México",redes
 Fundación Carlos Slim ,Centros de Atención Social,19.4632715,-99.0409468,"(19.4632715, -99.0409468)",OSC / ONG,"Lago Zurich 245, Col. Ampliación Granada,Ciudad de México, Ciudad de México",redes
 UVEMAC ,Centros de Atención Social,19.4612583,-99.0437537,"(19.4612583, -99.0437537)",OSC / ONG,"Av. Lago Xochimilco # 381. Col. Ampliación Vicente Villada,Nezahualcóyotl, 57710  Ciudad Ciudad Nezahualcóyotl, Estado de México",redes
 Casa de los Amigos A.C. APOFAM ,Centros de Atención Social,19.4380716,-99.154505,"(19.4380716, -99.154505)",OSC / ONG,"Ignacio Mariscal 132,Ciudad de México, Ciudad de México",redes
 New Comienzos A.C. ,Centros de Atención Social,19.43270105,-99.13315494,"(19.43270105, -99.13315493660969)",OSC / ONG,"Plaza de la República Centro Histórico, CDMX,Ciudad de México, Ciudad de México",redes
 SMR: Scalabrinianas Misión con Migrantes y Refugiados ,Centros de Atención Social,19.4326296,-99.1331785,"(19.4326296, -99.1331785)",OSC / ONG,"No disponible,Ciudad de México, Ciudad de México",redes
 Casa La Banda ,Centros de Atención Social,19.4326296,-99.1331785,"(19.4326296, -99.1331785)",OSC / ONG,"No disponible,Ciudad de México, Ciudad de México",redes
 Las Vanders ,Centros de Atención Social,19.4326296,-99.1331785,"(19.4326296, -99.1331785)",OSC / ONG,"No disponible,Ciudad de México, Ciudad de México",redes
 Casa Refugio Citlaltépetl ,Centros de Atención Social,19.4326296,-99.1331785,"(19.4326296, -99.1331785)",OSC / ONG,"Citlaltépetl # 25,de México, 6170 Ciudad Ciudad de México, Ciudad de México",redes
 Mi Valedor ,Centros de Atención Social,19.4315171,-99.1514848,"(19.4315171, -99.1514848)",OSC / ONG,"Bucareli 69 C,Ciudad de México, Ciudad de México",redes
 América sin muros ,Centros de Atención Social,19.42734345,-99.16521488,"(19.427343450000002, -99.16521487737674)",OSC / ONG,"Paseo de la Reforma 296, Piso 19, Del. Benito Juárez,Ciudad de México, Ciudad de México",redes
 Servicios Jesuitas a Migrantes SJM ,Centros de Atención Social,19.4245972,-99.15204001,"(19.4245972, -99.15204000971002)",OSC / ONG,"Orizaba 39 Roma Nte. Cuauhtémoc 06700,de México, CDMX Ciudad Ciudad de México, Ciudad de México",redes
 Asociación Mexicana de Uniones de Crédito del Sector Social (AMUCSS) ,Centros de Atención Social,19.4183227,-99.1625655,"(19.4183227, -99.1625655)",OSC / ONG,"Hermosillo 14 código 2, Roma Sur Cuauhtémoc 06760,de México, CDMX Ciudad Ciudad de México, Ciudad de México",redes
" Iniciativa Ciudadana para la Promoción de la Cultura del Diálogo, AC ",Centros de Atención Social,19.415222,-99.165413,"(19.415222, -99.165413)",OSC / ONG,"Tepic 83 Col. Roma Sur,Delegación Cuauhtémoc, Ciudad de México",redes
 Médicos sin fronteras ,Centros de Atención Social,19.4148639,-99.176429,"(19.4148639, -99.176429)",OSC / ONG,"Fernando Montes de Oca 56, Col. Condesa, Del. Cuauhtémoc,Ciudad de México, Ciudad de México",redes
 Fundación Origen A.C. ,Centros de Atención Social,19.414389,-99.2147747,"(19.414389, -99.2147747)",OSC / ONG,"Juan O'donojú 221, Lomas Virreyes, Lomas de Chapultepec IV Secc, 11000,de México, CDMX Ciudad Ciudad de México, Ciudad de México",redes
 Cooperativa Fotosíntesis ,Centros de Atención Social,19.4084336,-99.1394535,"(19.4084336, -99.1394535)",OSC / ONG,"Fray Juan de Torquemada No. 76 Colonia Obrera C.P 06800,Ciudad de México, Ciudad de México",redes
 Colectivo de Prácticas Narrativas ,Centros de Atención Social,19.4070945,-99.1878396,"(19.4070945, -99.1878396)",OSC / ONG,"Gobernador Luis G. Viera 38, Col. San Miguel Chapultepec II Sección,,Ciudad de México, Ciudad de México",redes
 Comisión Mexicana para la Defensa y Promoción de los Derechos Humanos ,Centros de Atención Social,19.403565,-99.1701222,"(19.403565, -99.1701222)",OSC / ONG,"Tehuantepec #142, Col. Roma Sur,Delegación Cuauhtémoc, Ciudad de México",redes
 Albergue de Migrantes Casa Tochán ,Centros de Atención Social,19.397957,-99.1956197,"(19.397957, -99.1956197)",OSC / ONG,"Calle Pavo Real Entre 40 y 41, Colonia Pino Suárez, C.P. 01141,Delegación Álvaro Obregón, Ciudad de México",redes
