name,descripcion,latitud,longitud,coordenadas,tipo,direccion,bd
Servicio Nacional de Empleo Aguascalientes,Institucion pública / Educación / Empleo,-102.2983128,21.8589705,,OSC / ONG,,ACNUR servicios
Proyecto Habesha,Institucion pública / Educación / Empleo,-102.3002149,21.8807825,,OSC / ONG,,ACNUR servicios
IEA Instituto de Educación de Aguascalientes,Institucion pública / Educación / Empleo,-102.2536985,21.8719461,,OSC / ONG,,ACNUR servicios
Instituto para la Educación de las Personas Jóvenes y Adultas (INEPJA),Institucion pública / Educación / Empleo,-102.2971792,21.8699055,,OSC / ONG,,ACNUR servicios
Instituto Aguascalentense de la Juventud,Institucion pública / Educación / Empleo,-102.2628415,21.8696464,,OSC / ONG,,ACNUR servicios
Oficina de Atención al Migrante,Institucion pública / Educación / Empleo,-102.294916,21.8782219,,OSC / ONG,,ACNUR servicios
Instituto Nacional de Migración ,Institucion pública / Educación / Empleo,-102.3264611,21.9400366,,OSC / ONG,,ACNUR servicios
Secretaría de Bienestar,Institucion pública / Educación / Empleo,-102.2794489,21.8384489,,OSC / ONG,,ACNUR servicios
Comisión Estatal de Derechos Humanos,Justicia / Derechos Humanos / Seguridad,-102.3023486,21.8644747,,OSC / ONG,,ACNUR servicios
Instituto Federal de la Defensoría Pública (IFDP),Justicia / Derechos Humanos / Seguridad,-102.3051088,21.8590472,,OSC / ONG,,ACNUR servicios
Instituto de Asesoría y Defensoría Pública del Estado de Aguascalientes,Justicia / Derechos Humanos / Seguridad,-102.2902495,21.8855849,,OSC / ONG,,ACNUR servicios
Fiscalía General del Estado,Justicia / Derechos Humanos / Seguridad,-102.282492,21.880829,,OSC / ONG,,ACNUR servicios
Bomberos,Justicia / Derechos Humanos / Seguridad,-102.2553556,21.8750136,,OSC / ONG,,ACNUR servicios
ACNUR La Agencia de la ONU para los Refugiados,Organismos Internacionales,-102.2949742,21.8782219,,OSC / ONG,,ACNUR servicios
Aeropuerto Internacional de Aguascalientes,Transporte,-102.3162276,21.701298,,OSC / ONG,,ACNUR servicios
Terminal de autobuses Aguascalientes,Transporte,-102.2989623,21.8657368,,OSC / ONG,,ACNUR servicios
Colectivo SERGAY de Aguascalientes A. C. ,LGBTI,-102.2717588,21.8741711,,OSC / ONG,,ACNUR servicios
Comedor de Caritas A.C. ,Albergue y Alimentación,-94.8870046,17.9258019,,OSC / ONG,,ACNUR servicios
Casa del Migrante Monseñor Guillermo Ranzahuer,Albergue y Alimentación,-94.9017573,17.9326714,,OSC / ONG,,ACNUR servicios
ACNUR Agencia de la ONU para los Regufiados,Organismos Internacionales y de la Sociedad Civil,-94.9162539,17.9535286,,OSC / ONG,,ACNUR servicios
Asylum Access ,Organismos Internacionales y de la Sociedad Civil,-94.9187904,17.9551804,,OSC / ONG,,ACNUR servicios
RET,Organismos Internacionales y de la Sociedad Civil,-94.9189622,17.9553111,,OSC / ONG,,ACNUR servicios
"Procuraduría Municipal de Protección a Niilas, Niilos y Adolescentes",Niñez,-94.921806,17.9526937,,OSC / ONG,,ACNUR servicios
"Procuraduría Municipal de Protección a Ninas, Niíios y Adolescentes",Niñez,-94.8979305,17.9279498,,OSC / ONG,,ACNUR servicios
Instituto Municipal de la Mujer,Mujeres,-94.9140116,17.9489541,,OSC / ONG,,ACNUR servicios
Estación Migratoria de Acayucan - INM - Instituto Nacional de Migración,Instituciones Públicas,-94.9217003,18.0017518,,OSC / ONG,,ACNUR servicios
COMAR - Comisión Mexicana de Ayuda a Refugiados,Instituciones Públicas,-94.9222498,18.0016465,,OSC / ONG,,ACNUR servicios
Dirección Municipal de Atención a Migrantes,Instituciones Públicas,-94.9136816,17.9489039,,OSC / ONG,,ACNUR servicios
Fiscalía Especializada en Atención a Migrantes,Instituciones Públicas,-94.9137246,17.948613,,OSC / ONG,,ACNUR servicios
Consulado de Honduras en Acayucan,Consulados,-94.9140625,17.9486538,,OSC / ONG,,ACNUR servicios
Consulado de EI Salvador,Consulados,-94.9103659,17.9565032,,OSC / ONG,,ACNUR servicios
Consulado de Guatemala ,Consulados,-94.9085382,17.950305,,OSC / ONG,,ACNUR servicios
Hospital Oluta Acayucan,Salud,-94.9057116,17.9325805,,OSC / ONG,,ACNUR servicios
Cruz Roja Delegación Acayucan,Salud,-94.9119019,17.9478892,,OSC / ONG,,ACNUR servicios
Central Camionera de Acayucan,Transporte,-94.9047638,17.9479436,,OSC / ONG,,ACNUR servicios
Cancha la Malinche ,Deporte y Cultura,-94.9065636,17.9320265,,OSC / ONG,,ACNUR servicios
"Unidad Deportiva ""El Greco""",Deporte y Cultura,-94.9209507,17.9366139,,OSC / ONG,,ACNUR servicios
Casa De La Cultura,Deporte y Cultura,-94.9109158,17.9434801,,OSC / ONG,,ACNUR servicios
Comisión Estatal de Derechos Humanos - Delegación Étnica Acayucan,Derechos Humanos,-94.9109558,17.950808,,OSC / ONG,,ACNUR servicios
"Centro de capacitación y comedor
comunitario",Alimentación,-86.828961,21.164304,,OSC / ONG,,ACNUR servicios
Instituto Nacional de Migración,Instituciones Públicas,-86.8242232,21.1633073,,OSC / ONG,,ACNUR servicios
Dirección de la Coordinación de Registro Civil en Cancún,Instituciones Públicas,-86.8280649,21.161914,,OSC / ONG,,ACNUR servicios
Sistema para el Desarrollo Integral de la Familia (DIF),Instituciones Públicas,-86.8676262,21.1627212,,OSC / ONG,,ACNUR servicios
Delegación de la Secretaria de Relaciones Exteriores,Instituciones Públicas,-86.8242135,21.1587674,,OSC / ONG,,ACNUR servicios
Secretaria de Bienestar,Instituciones Públicas,-86.829181,21.1648091,,OSC / ONG,,ACNUR servicios
"Centro Especializado para la
Atención a la Violencia (CEAV)",Justicia / Derechos Humanos,-86.8382039,21.194886,,OSC / ONG,,ACNUR servicios
Comisión Ejecutiva de Atención a Víctimas (CEAVE),Justicia / Derechos Humanos,-86.8563519,21.1467667,,OSC / ONG,,ACNUR servicios
Instituto Federal de Defensoría Pública,Justicia / Derechos Humanos,-86.8537741,21.1481061,,OSC / ONG,,ACNUR servicios
Comisión Estatal de Derechos Humanos,Justicia / Derechos Humanos,-86.8265334,21.1535593,,OSC / ONG,,ACNUR servicios
"Instituto Quintanarroense de la Mujer
(IQM)",Mujeres,-86.8241068,21.1677611,,OSC / ONG,,ACNUR servicios
Centro de Justicia para las Mujeres de Cancún ,Mujeres,-86.862792,21.1628257,,OSC / ONG,,ACNUR servicios
Fiscalía Especializada para la Atención de Delitos contra la Mujer y por razones de Género ,Mujeres,-86.8632886,21.1629238,,OSC / ONG,,ACNUR servicios
Servicio Estatal de Empleo y Capacitación para el Trabajo,Empleo y Educación,-86.8377789,21.1541099,,OSC / ONG,,ACNUR servicios
Centro de Capacitación para el Trabajo Industrial (CECATI) 119,Empleo y Educación,-86.8545789,21.1640206,,OSC / ONG,,ACNUR servicios
"Instituto Estatal para la Educación de
Jóvenes y Adultos (IEEA)",Empleo y Educación,-86.892417,21.148613,,OSC / ONG,,ACNUR servicios
Secretaria de Educación y Cultura,Empleo y Educación,-86.8210082,21.1696842,,OSC / ONG,,ACNUR servicios
"Hospital General De Cancún ""Jesús Kumate Rodriguez""",Hospitales,-86.8763503,21.1961633,,OSC / ONG,,ACNUR servicios
Central de Autobuses,Transporte,-86.8266457,21.164339,,OSC / ONG,,ACNUR servicios
Aeropuerto Internacional de Cancún,Transporte,-86.8740062,21.0417033,,OSC / ONG,,ACNUR servicios
Mercado 28,Compras,-86.8344996,21.1612911,,OSC / ONG,,ACNUR servicios
Instituto de la Cultura y las Artes,Cultura,-86.8272461,21.1694938,,OSC / ONG,,ACNUR servicios
Casa de Cultura Cancún,Cultura,-86.8334732,21.1524524,,OSC / ONG,,ACNUR servicios
Procuraduría de la Defensa del Trabajo,Justicia y Derechos Humanos,-88.2948119,18.5048083,,OSC / ONG,,ACNUR servicios
"Fiscalía especializada en delitos
cometidos en contra de los migrantes",Justicia y Derechos Humanos,-88.395465,18.4934448,,OSC / ONG,,ACNUR servicios
Comisión Estatal de los Derechos Humanos,Justicia y Derechos Humanos,-88.3098807,18.5056957,,OSC / ONG,,ACNUR servicios
"Grupos Especializados de Atención a
la Violencia de Género (GEAVIG)",Institución Pública,-88.3055254,18.5412705,,OSC / ONG,,ACNUR servicios
Instituto Nacional De Migración,Institución Pública,-88.3314752,18.5039935,,OSC / ONG,,ACNUR servicios
Hospital General de Chetumal,Salud,-88.3040718,18.5170703,,OSC / ONG,,ACNUR servicios
Hospital Materno Infantil Morelos,Salud,-88.298131,18.5020859,,OSC / ONG,,ACNUR servicios
Instituto Quintanarroense de la Mujer,"Mujer, niñez y juventud",-88.3071064,18.4968688,,OSC / ONG,,ACNUR servicios
"Unidad de Especialidad Médica para
la Detección y Diagnóstico del Cáncer
de Mama (UNEME)","Mujer, niñez y juventud",-88.3468928,18.5078414,,OSC / ONG,,ACNUR servicios
DIF Municipal ,"Mujer, niñez y juventud",-88.3049895,18.4971866,,OSC / ONG,,ACNUR servicios
"Club de la Tercera Edad Antonia
Madrid Viuda de Villanueva",Adultos Mayores,-88.2892481,18.5077304,,OSC / ONG,,ACNUR servicios
Instituto Nacional del Adulto Mayor (INAPAM),Adultos Mayores,-88.3093464,18.5081598,,OSC / ONG,,ACNUR servicios
Servicio Estatal del Empleo y Capacitación para el Trabajo,Empleo,-88.2947944,18.5045097,,OSC / ONG,,ACNUR servicios
Museo de la Ciudad de Chetumal,Cultura,-88.2966366,18.5014723,,OSC / ONG,,ACNUR servicios
Museo de la Cultura Maya,Cultura,-88.2954615,18.5039678,,OSC / ONG,,ACNUR servicios
Mercado Lazaro Cardenas,Compras,-88.2891517,18.514348,,OSC / ONG,,ACNUR servicios
Mercado Municipal Chetumal,Compras,-88.2961093,18.5035249,,OSC / ONG,,ACNUR servicios
"Ventanilla Única de Atención a
Migrantes",Orientación y Apoyo,-88.3043312,18.4976244,,OSC / ONG,,ACNUR servicios
Terminal de Autobuses de Chetumal,Transporte,-88.3135849,18.5188127,,OSC / ONG,,ACNUR servicios
Aeropuerto Internacional de Chetumal,Transporte,-88.3242963,18.5063952,,OSC / ONG,,ACNUR servicios
La Panza Es Primero,Albergues y alimentación,-99.1018578,19.3950474,,OSC / ONG,,ACNUR servicios
Centro de Justicia para las Mujeres de la Ciudad de México,Mujeres y Violencia sexual,-99.1853858,19.500868,,OSC / ONG,,ACNUR servicios
Centro de Justicia para las Mujeres de la Ciudad de México - Iztapalapa ,Mujeres y Violencia sexual,-98.9967294,19.3430274,,OSC / ONG,,ACNUR servicios
Centro de Atención a la violencia Intrafamiliar C.A.V.I.,Mujeres y Violencia sexual,-99.1477185,19.4242043,,OSC / ONG,,ACNUR servicios
Fiscalía Especial Para Los Delitos De Violencia Contra Las Mujeres Y Trata De Personas,Mujeres y Violencia sexual,-99.1755039,19.4259855,,OSC / ONG,,ACNUR servicios
Secretaría de las Mujeres de la Ciudad de México,Mujeres y Violencia sexual,-99.1489664,19.4319583,,OSC / ONG,,ACNUR servicios
Salud Integral Para La Mujer/SIPAM,Mujeres y Violencia sexual,-99.1469215,19.3584762,,OSC / ONG,,ACNUR servicios
Vifac CDMX,Mujeres y Violencia sexual,-99.1914825,19.353301,,OSC / ONG,,ACNUR servicios
ADIVAC,Mujeres y Violencia sexual,-99.1591847,19.4490524,,OSC / ONG,,ACNUR servicios
Agencias del Ministerio Público Especializada en Delitos Sexuales,Mujeres y Violencia sexual,-99.1649836,19.425347,,OSC / ONG,,ACNUR servicios
Agencias del Ministerio Público Especializada en Delitos Sexuales,Mujeres y Violencia sexual,-99.1119607,19.4202269,,OSC / ONG,,ACNUR servicios
Agencias del Ministerio Público Especializada en Delitos Sexuales,Mujeres y Violencia sexual,-99.0410315,19.3819229,,OSC / ONG,,ACNUR servicios
Agencias del Ministerio Público Especializada en Delitos Sexuales,Mujeres y Violencia sexual,-99.1465851,19.4843399,,OSC / ONG,,ACNUR servicios
Agencias del Ministerio Público Especializada en Delitos Sexuales,Mujeres y Violencia sexual,-99.1476366,19.4244238,,OSC / ONG,,ACNUR servicios
Centro de Terapia de Apoyo a Víctimas de Delitos Sexuales - FGJCDMX,Mujeres y Violencia sexual,-99.1610558,19.3811871,,OSC / ONG,,ACNUR servicios
Centro Cultural Jauría Trans,LGBTI,-99.1563611,19.4166225,,OSC / ONG,,ACNUR servicios
UNADIS “Espacia Arcosiris”,LGBTI,-99.1552242,19.4009162,,OSC / ONG,,ACNUR servicios
Centro Comunitario de Atención a la Diversidad Sexual,LGBTI,-99.16407,19.4271088,,OSC / ONG,,ACNUR servicios
Centros de Estancia Transitoria para Niños y Niñas,Niñez y juventud,-99.1473557,19.4236291,,OSC / ONG,,ACNUR servicios
Defensoría de los Derechos de la Infancia - DIF,Niñez y juventud,-99.1627104,19.3654832,,OSC / ONG,,ACNUR servicios
REDIM Red por los Derechos de la Infancia en Mexico,Niñez y juventud,-99.1629498,19.3609104,,OSC / ONG,,ACNUR servicios
Procudaduría Federal de Protección de NNA,Niñez y juventud,-99.1585382,19.3666437,,OSC / ONG,,ACNUR servicios
Instituto para el Envejecimiento Digno (INED),Adultos mayores,-99.1335522,19.4190858,,OSC / ONG,,ACNUR servicios
Comisión Nacional de los Derechos Humanos de México (CNDH),Derechos humanos / Justicia,-99.2205517,19.3217777,,OSC / ONG,,ACNUR servicios
Consejo para Prevenir y Eliminar la Discriminación de la Ciudad de México - COPRED,Derechos humanos / Justicia,-99.1517443,19.4294776,,OSC / ONG,,ACNUR servicios
Comisión de Derechos Humanos de la Ciudad de México - CDHCDMX,Derechos humanos / Justicia,-99.1747784,19.3550495,,OSC / ONG,,ACNUR servicios
Consejo Nacional Para Prevenir la Discriminación - CONAPRED,Derechos humanos / Justicia,-99.1697128,19.4229242,,OSC / ONG,,ACNUR servicios
CEAVI-Comisión Ejecutiva de Atención a Víctimas de la Ciudad de México,Derechos humanos / Justicia,-99.1374683,19.4372945,,OSC / ONG,,ACNUR servicios
Agencia especializada para la atención de personas adultas mayores víctimas de violencia familiar,Derechos humanos / Justicia,-99.1476366,19.4244238,,OSC / ONG,,ACNUR servicios
Consejo Ciudadano de Seguridad y Justicia de la Ciudad de México - CCSJCM,Derechos humanos / Justicia,-99.1649836,19.425347,,OSC / ONG,,ACNUR servicios
Fiscalía General de Justicia de la CDMX,Derechos humanos / Justicia,-99.1471914,19.4245285,,OSC / ONG,,ACNUR servicios
Fiscalía de Investigación de Delitos cometidos en agravio de grupos de Atención Prioritaria ,Derechos humanos / Justicia,-99.1476366,19.4244238,,OSC / ONG,,ACNUR servicios
Instituto Federal de Defensoría Pública,Derechos humanos / Justicia,-99.1502992,19.4337905,,OSC / ONG,,ACNUR servicios
Fiscalía de Investigación de los delitos de materia de Trata de Personas ,Derechos humanos / Justicia,-99.1473881,19.4243727,,OSC / ONG,,ACNUR servicios
Agencia Especializada en Atención a Personas LGBTTTI+,Derechos humanos / Justicia,-99.1476366,19.4244238,,OSC / ONG,,ACNUR servicios
Comisión Mexicana de Ayuda a Refugiados (COMAR),Institución Pública,-99.1549989,19.4300651,,OSC / ONG,,ACNUR servicios
Instituto Nacional de Migración (INM),Institución Pública,-99.2028128,19.4379497,,OSC / ONG,,ACNUR servicios
Secretaría de Trabajo y Fomento al Empleo - STyFE,Institución Pública,-99.1333393,19.4213098,,OSC / ONG,,ACNUR servicios
Instituto Nacional de Migración - INM - Oficinas Centrales,Institución Pública,-99.2113014,19.4368852,,OSC / ONG,,ACNUR servicios
INM - Estación Migratoria - Las Agujas,Institución Pública,-99.0832561,19.3162704,,OSC / ONG,,ACNUR servicios
Secretaría de Inclusión y Bienestar Social -SIBISO,Institución Pública,-99.13355,19.4191333,,OSC / ONG,,ACNUR servicios
Instituto de Atención a Poblaciones Prioritarias - IAPP,Institución Pública,-99.13355,19.4191333,,OSC / ONG,,ACNUR servicios
"ACNUR, Alto Comisionado de las Naciones Unidas para los Refugiados",Organismos internacionales y Organizaciones de la Sociedad Civil,-99.1806946,19.4311148,,OSC / ONG,,ACNUR servicios
"OIM, Organización Internacional para las Migraciones",Organismos internacionales y Organizaciones de la Sociedad Civil,-99.2045732,19.4266104,,OSC / ONG,,ACNUR servicios
HIAS CDMX,Organismos internacionales y Organizaciones de la Sociedad Civil,-99.1805705,19.3994366,,OSC / ONG,,ACNUR servicios
Programa Casa Refugiados (PCR),Organismos internacionales y Organizaciones de la Sociedad Civil,-99.1840953,19.4006288,,OSC / ONG,,ACNUR servicios
Sin Fronteras IAP,Organismos internacionales y Organizaciones de la Sociedad Civil,-99.1944891,19.3770423,,OSC / ONG,,ACNUR servicios
"Clínica Jurídica Alaíde Foppa, Universidad Iberoamericana ",Organismos internacionales y Organizaciones de la Sociedad Civil,-99.2638998,19.3697998,,OSC / ONG,,ACNUR servicios
"Asistencia y Orientación para la Movilidad Humana, Asmovilidad A.C",Organismos internacionales y Organizaciones de la Sociedad Civil,-99.1632014,19.3623376,,OSC / ONG,,ACNUR servicios
Adevi Centro de Apoyo Sociojurídico a Víctimas de Delito Violento,Organismos internacionales y Organizaciones de la Sociedad Civil,-99.1485071,19.4252581,,OSC / ONG,,ACNUR servicios
Centro de Atención a Riesgos Victímales y Adicciones,Organismos internacionales y Organizaciones de la Sociedad Civil,-99.1485436,19.4252432,,OSC / ONG,,ACNUR servicios
FGJCDMX CIVA Centro de Investigación Victimología y de Apoyo Operativo,Organismos internacionales y Organizaciones de la Sociedad Civil,-99.1459335,19.4193642,,OSC / ONG,,ACNUR servicios
Fortaleza IAP,Organismos internacionales y Organizaciones de la Sociedad Civil,-99.1245454,19.3847497,,OSC / ONG,,ACNUR servicios
IAPA - Instituto para la Atención y Prevención de las Adicciones,Organismos internacionales y Organizaciones de la Sociedad Civil,-99.1721745,19.3602409,,OSC / ONG,,ACNUR servicios
Servicio Jesuita a Migrantes México (SJM-México),Organismos internacionales y Organizaciones de la Sociedad Civil,-99.1608107,19.4220598,,OSC / ONG,,ACNUR servicios
Fundación Casa Alianza México I.A.P. Centro de Atención,Organismos internacionales y Organizaciones de la Sociedad Civil,-99.142221,19.4433486,,OSC / ONG,,ACNUR servicios
Hospital General de México “Dr. Eduardo Liceaga”,Salud,-99.1520225,19.4129258,,OSC / ONG,,ACNUR servicios
Clínica Especializada Condesa,Salud,-99.1823514,19.4089078,,OSC / ONG,,ACNUR servicios
"Clínica Especializada Condesa-Iztapalapa ""Dr. Jaime Sepúlveda Amor"" (CECI)",Salud,-99.0511908,19.3568424,,OSC / ONG,,ACNUR servicios
INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DE LA CIUDAD DE MÉXICO -ICAT,Educación,-99.1331668,19.4212658,,OSC / ONG,,ACNUR servicios
Instituto Nacional de Educación para Adultos - INEA ,Educación,-99.1809498,19.4124553,,OSC / ONG,,ACNUR servicios
"Albergue para migrantes
""El Buen Samaritano""",Albergue,,,,OSC / ONG,,ACNUR servicios
"Programa Compañeros, A.C.",Salud,-106.4600405,31.7340454,,OSC / ONG,,ACNUR servicios
Cruz Roja Mexicana,Salud,-106.4474724,31.74107,,OSC / ONG,,ACNUR servicios
"(CAPASITS) Centro Ambulatorio para la Prevención y Atención del Sida e
Infecciones de Transmisión Sexual ",Salud,-106.4528323,31.7370169,,OSC / ONG,,ACNUR servicios
Hospital General,Salud,-106.4562579,31.7380543,,OSC / ONG,,ACNUR servicios
Hospital de la Mujer,Salud,-106.4527362,31.7368422,,OSC / ONG,,ACNUR servicios
"Fiscalía Especializada en Atención a
Mujeres Víctimas del Delito por
Razones de Género.",Derechos Humanos / Justicia,-106.474066,31.7169675,,OSC / ONG,,ACNUR servicios
Fiscalia General del Estado de Chihuahua Zona Norte,Derechos Humanos / Justicia,-106.461768,31.711959,,OSC / ONG,,ACNUR servicios
"(IFDP) Instituto Federal de Defensoría
Pública",Derechos Humanos / Justicia,-106.4267678,31.6671011,,OSC / ONG,,ACNUR servicios
"Dirección Municipal de Derechos
Humanos",Derechos Humanos / Justicia,-106.485,31.74652,,OSC / ONG,,ACNUR servicios
Comisión Estatal de los Derechos Humanos,Derechos Humanos / Justicia,-106.4469876,31.7318124,,OSC / ONG,,ACNUR servicios
Comision Nacional De Los Derechos Humanos,Derechos Humanos / Justicia,-106.434451,31.7267717,,OSC / ONG,,ACNUR servicios
Instituto Nacional de Migración,Instituciones Públicas y Consular,-106.453061,31.7620471,,OSC / ONG,,ACNUR servicios
"(COESPO/CAIM) Consejo Estatal de
Población/ Centro de Atención a
Migrantes",Instituciones Públicas y Consular,-106.4862424,31.7463729,,OSC / ONG,,ACNUR servicios
"Centros de Servicios Comunitarios
Integrados del Estado",Instituciones Públicas y Consular,-106.4262384,31.68701,,OSC / ONG,,ACNUR servicios
"Consulado de la República de
El Salvador ",Instituciones Públicas y Consular,-106.4530285,31.7466729,,OSC / ONG,,ACNUR servicios
Instituto Chihuahuense de la Mujer | (CAVIM) Centro de Atención a la Violencia Contra Las Mujeres,Mujeres,-106.4729463,31.7384015,,OSC / ONG,,ACNUR servicios
Instituto Municipal de las Mujeres,Mujeres,-106.4833167,31.7385499,,OSC / ONG,,ACNUR servicios
Sin Violencia A.C.,Mujeres,-106.4382024,31.6748665,,OSC / ONG,,ACNUR servicios
Centro de Justicia para las Mujeres,Mujeres,-106.4740338,31.7166914,,OSC / ONG,,ACNUR servicios
DIF Municipal Ciudad Juárez,Niñez,-106.4545877,31.7514626,,OSC / ONG,,ACNUR servicios
"Subsecretaría de Educación y Deporte 
",Educación,-106.4523911,31.7501227,,OSC / ONG,,ACNUR servicios
Servicio Nacional de Empleo,Empleo,-106.4598942,31.7105772,,OSC / ONG,,ACNUR servicios
"Red Binacional de Apoyo Humanitario / (CLINIC) Catholic Legal Immigration
Network, Inc. ",Organizaciones de la Sociedad Civil,-106.4865396,31.7393088,,OSC / ONG,,ACNUR servicios
"(DHIA) Derechos Humanos Integrales
 en Acción A.C",Organizaciones de la Sociedad Civil,-106.4845033,31.7443272,,OSC / ONG,,ACNUR servicios
(HIAS) Hebrew Immigrant Aid Society,Organizaciones de la Sociedad Civil,-106.4457926,31.7415452,,OSC / ONG,,ACNUR servicios
Aeropuerto Internacional de Ciudad Juárez,Transporte,-106.435702,31.635723,,OSC / ONG,,ACNUR servicios
Central de Autobuses Ciudad Juarez,Transporte,-106.4373521,31.6922602,,OSC / ONG,,ACNUR servicios
Casa del Migrante Movilidad Humana de la Diócesis de Coatzacoalcos. ,Albergue y Alimentación,-94.4269147,18.1206146,,OSC / ONG,,ACNUR servicios
Albergue Santa Faustina Kowalska,Albergue y Alimentación,-94.457643,18.1389263,,OSC / ONG,,ACNUR servicios
Instituto Federal de la Defensoría Pública (IFDP),Justicia,-94.5171166,18.1394799,,OSC / ONG,,ACNUR servicios
"Procuraduría Municipal de Protección a Ninas, Ninos y Adolescentes ",Niñez,-94.4532977,18.1297595,,OSC / ONG,,ACNUR servicios
Instituto Municipal de la Mujer,Mujeres,-94.417606,18.1469732,,OSC / ONG,,ACNUR servicios
Movimiento de Asistencia a la Mujer Veracruzana A.C.,Mujeres,-94.4427517,18.1462659,,OSC / ONG,,ACNUR servicios
"Sub-Delegación dei Instituto Nacional de Migración, Oficina de Regulación Migratoria. ",Instituciones Públicas,-94.4201366,18.1390408,,OSC / ONG,,ACNUR servicios
Hospital Regional de Coatzacoalcos Dr. Valentin Gomez Farias,Salud,-94.4243161,18.145159,,OSC / ONG,,ACNUR servicios
Cruz Roja Mexicana Delegación Coatzacoalcos,Salud,-94.4358342,18.1376467,,OSC / ONG,,ACNUR servicios
Centro Ambulatorio para la Prevención y Atención en SIDA e Infecciones de Transmisión Sexual (CAPASITS),Salud,-94.4240998,18.1454887,,OSC / ONG,,ACNUR servicios
Central de autobuses de Coatzacoalcos ,Transporte,-94.4447862,18.1208153,,OSC / ONG,,ACNUR servicios
Comisión Estatal de los Derechos Humanos,Derechos Humanos,-94.419073,18.1462695,,OSC / ONG,,ACNUR servicios
Centro de Atención y Desarrollo Integral para personas en Situación de Indigencia (Cadipsi),Albergue / Alimentación / Compras,-103.3487582,20.6577948,,OSC / ONG,,ACNUR servicios
La Casa Del Migrante Cerro Del Cuarto,Albergue / Alimentación / Compras,-103.3498476,20.6014841,,OSC / ONG,,ACNUR servicios
Albergue para Migrantes El Refugio,Albergue / Alimentación / Compras,-103.3495971,20.6012698,,OSC / ONG,,ACNUR servicios
Banco Diocesano de Alimentos ,Albergue / Alimentación / Compras,-103.3550738,20.6559302,,OSC / ONG,,ACNUR servicios
Comite Operativo del Banco Diocesano de Alimentos ,Albergue / Alimentación / Compras,-103.3742175,20.6509774,,OSC / ONG,,ACNUR servicios
Ex Convento Del Carmen,Deporte y Cultura / Turismo / Compras,-103.3532585,20.6752641,,OSC / ONG,,ACNUR servicios
Casa de la Cultura Jalisciense “Agustín Yáñez”,Deporte y Cultura / Turismo / Compras,-103.349376,20.662189,,OSC / ONG,,ACNUR servicios
